"Study.Area","Year","Month","Day","Visit.Start.Date","Visit.Start.Time","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Species.Code","Count","Survey.Observation.Note","Det.Type","Life.Stage.Code","Activity.Code","Feature.Type","Sign.Type.Code","Sign.Count","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Eggs","Egg.Masses","Larvae"
"Burges James Gadsden Park",2014,5,22,"2014-05-22",0,25,"Craig Browne",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-ANBO",1,"Count not given.","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Hai Lake-Mount Herman Park",2022,5,30,"2022-05-30",1300,19,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",2,"Toad were large and sitting in pockets in the marshlands","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Hai Lake-Mount Herman Park",2022,5,30,"2022-05-30",1300,19,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",12,"Multiple Juveniles spotted throughout the transect.","VI","","","","",NA,NA,NA,12,NA,NA,NA
"Hai Lake-Mount Herman Park",2022,5,30,"2022-05-30",1300,19,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",2,"Two large adults were spotted in the water but submerged before they could be identified.","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Hai Lake-Mount Herman Park",2022,5,30,"2022-05-30",1300,19,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",10000,"Several area and pools were teeming with little black tadpoles. (it looked like the water was boiling on the surface.","VI","","","","",NA,NA,NA,NA,NA,NA,10000
"Hai Lake-Mount Herman Park",2022,5,30,"2022-05-30",1300,19,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-RALU",2,"Watched a leach try to attach itself to a columbia spotted frog. Frog kicked it away and fled.","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Hai Lake-Mount Herman Park",2022,5,30,"2022-05-30",1300,19,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","NULL",0,"Very muggy, plentiful blackflies, started at 1pm. observed several Leaches and a water snail.","CA","","","","",NA,NA,NA,NA,NA,NA,NA
"Yellow Point Bog Ecological Reserve",2022,5,4,"2022-05-04",1400,17,"Rob Waters",10,442212,5433635,-123.79091,49.05288,"Transect - Start","A-PSRE",3,"heard three frogs jump off the log into the water","CA","","","","",NA,NA,NA,3,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1041,13,"Dave Heagy",11,454250,5449069,-117.62792,49.19271,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1106,13,"Dave Heagy",11,454381,5448878,-117.6261,49.19101,"Survey Observation","A-RALU",1,"small","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1112,13,"Dave Heagy",11,454362,5448835,-117.62636,49.19062,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1120,13,"Dave Heagy",11,454440,5448817,-117.62528,49.19046,"Survey Observation","A-RALU",1,"large","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1130,13,"Dave Heagy",11,454529,5448728,-117.62405,49.18967,"Survey Observation","A-RALU",1,"large","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1142,13,"Dave Heagy",11,454601,5448683,-117.62306,49.18927,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1148,13,"Dave Heagy",11,454623,5448642,-117.62275,49.1889,"Survey Observation","A-RALU",2,"medium","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1217,13,"Dave Heagy",11,454628,5448615,-117.62268,49.18866,"Survey Observation","A-RALU",2,"medium","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1221,13,"Dave Heagy",11,454654,5448590,-117.62232,49.18844,"Survey Observation","A-RALU",1,"large","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1237,13,"Dave Heagy",11,454551,5448440,-117.62372,49.18708,"Survey Observation","A-RALU",3,"small","VI","","","","",NA,NA,NA,3,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1241,13,"Dave Heagy",11,454526,5448426,-117.62406,49.18695,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1313,13,"Dave Heagy",11,454271,5448790,-117.6276,49.19021,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1332,13,"Dave Heagy",11,454096,5448913,-117.63001,49.1913,"Survey Observation","A-RALU",1,"small","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1334,13,"Dave Heagy",11,454095,5448881,-117.63002,49.19101,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1349,13,"Dave Heagy",11,454022,5449060,-117.63105,49.19262,"Survey Observation","A-RALU",2,"small","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1356,13,"Dave Heagy",11,454116,5449077,-117.62976,49.19278,"Survey Observation","A-RALU",1,"large","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2021,6,16,"2021-06-16",1359,13,"Dave Heagy",11,454163,5449116,-117.62912,49.19313,"Survey Observation","A-RALU",1,"medium","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1400,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","AMPHIBIA",1,"unknown (green)","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1415,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","AMPHIBIA",5,"unknown (bronze)","VI","","","","",NA,NA,NA,5,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1516,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1345,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",3,"","VI","","","","",NA,NA,NA,3,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1430,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",7,"","VI","","","","",NA,NA,NA,7,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1449,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",5,"","VI","","","","",NA,NA,NA,5,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1510,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Big Bar Lake Park",2022,6,22,"2022-06-22",1530,9,"Not Available",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",4,"","VI","","","","",NA,NA,NA,4,NA,NA,NA
"Sutton Pass Ecological Reserve",2018,5,18,"2018-05-18",1302,22,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",150,"","VI","","","","",NA,NA,NA,NA,NA,NA,150
"Sutton Pass Ecological Reserve",2018,5,18,"2018-05-18",1302,22,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",100,"","VI","","","","",NA,NA,NA,NA,100,NA,NA
"Sutton Pass Ecological Reserve",2018,5,18,"2018-05-18",1302,22,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Sutton Pass Ecological Reserve",2023,5,30,"2023-05-30",0,18,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",39,"egg masses throughout emergent vegetation around lake edges; some dried up on edges as water level dropped","VI","","","","",NA,NA,NA,NA,39,NA,NA
"Sutton Pass Ecological Reserve",2023,5,30,"2023-05-30",0,18,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",100,"","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Sutton Pass Ecological Reserve",2023,5,30,"2023-05-30",0,18,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Sutton Pass Ecological Reserve",2018,5,18,"2018-05-18",1302,22,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-AMGR",11,"","VI","","","","",NA,NA,NA,NA,11,NA,NA
"Sutton Pass Ecological Reserve",2023,5,30,"2023-05-30",0,18,"Erica Mcclaren",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-AMGR",22,"3 dried up egg masses observed","VI","","","","",NA,NA,NA,NA,22,NA,NA
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1000,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-LISY",1,"Transect 1","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1018,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-LISY",1,"Transect 4","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2024,6,14,"2024-06-14",951,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Burges James Gadsden Park",2024,6,14,"2024-06-14",957,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1006,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1007,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",4,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,4
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1008,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1009,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1010,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",10,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,10
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1011,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",13,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,13
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1011,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",7,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,7
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1013,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",75,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,75
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1015,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",50,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,50
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1017,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",35,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,35
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1017,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",200,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,200
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1018,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",50,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,50
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1019,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",20,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,20
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1020,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",5,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,5
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1021,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",25,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,25
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1021,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",4,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,4
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1023,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",20,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,20
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1024,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",100,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1025,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",300,"Transect 4","VI","","","","",NA,NA,NA,NA,NA,NA,300
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1026,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",300,"Transect 1","VI","","","","",NA,NA,NA,NA,NA,NA,300
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1026,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1028,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",15,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,15
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1030,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1000,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,1000
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1030,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2200,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,2200
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1031,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1000,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,1000
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1031,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",200,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,200
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1032,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",15,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,15
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1032,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",200,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,200
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1032,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",100,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1033,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1000,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,1000
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1033,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",40,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,40
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1034,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1000,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,1000
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1034,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",100,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1035,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",200,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,200
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1035,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",40,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,40
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1036,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",50,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,50
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1037,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",100,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1038,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",50,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,50
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1039,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",500,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,500
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1040,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",100,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1040,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",600,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,600
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1041,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",400,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,400
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1042,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",500,"Transect 2","VI","","","","",NA,NA,NA,NA,NA,NA,500
"Burges James Gadsden Park",2024,6,14,"2024-06-14",1043,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2000,"Transect 3","VI","","","","",NA,NA,NA,NA,NA,NA,2000
"Brandywine Falls Park",2023,5,3,"2023-05-03",1251,23,"Roisin Cumming",10,491527,5543870,-123.11834,50.04706,"Survey Observation","A-PSRE",1,"Was under water on a stick","VI","","SA","WT","",NA,NA,NA,1,NA,NA,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1407,23,"Roisin Cumming",10,491468,5543965,-123.11917,50.04792,"Survey Observation","A-RAAU",1,"","VI","","","BS","",NA,NA,NA,NA,200,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1414,23,"Roisin Cumming",10,491465,5543966,-123.11921,50.04792,"Survey Observation","A-RAAU",1,"Lots of white on it","VI","","","BS","",NA,NA,NA,NA,220,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1239,23,"Roisin Cumming",10,491528,5543863,-123.11833,50.047,"Survey Observation","A-AMGR",1,"","VI","","","BS","",NA,NA,NA,NA,50,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1325,23,"Roisin Cumming",10,491539,5543919,-123.11818,50.0475,"Survey Observation","A-AMGR",1,"Looks like some eggs could of hatched. Cluster of empty sacks","VI","","","BS","",NA,NA,NA,NA,20,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1344,23,"Roisin Cumming",10,491539,5543919,-123.11818,50.0475,"Survey Observation","A-AMGR",1,"Looks like some eggs could of hatched. Cluster of empty sacks","VI","","","BS","",NA,NA,NA,NA,50,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1345,23,"Roisin Cumming",10,491519,5543935,-123.11846,50.04765,"Survey Observation","A-AMGR",1,"","VI","","","BS","",NA,NA,NA,NA,75,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1412,23,"Roisin Cumming",10,491465,5543966,-123.11921,50.04792,"Survey Observation","A-AMGR",2,"","VI","","","BS","",NA,NA,NA,NA,100,2,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1417,23,"Roisin Cumming",10,491465,5543966,-123.11921,50.04792,"Survey Observation","A-AMGR",3,"about a meter section with A-AMGR and A-RAAU very close that's why a few lines with the same UTM","VI","","","BS","",NA,NA,NA,NA,155,3,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1422,23,"Roisin Cumming",10,491465,5543966,-123.11921,50.04792,"Survey Observation","A-AMGR",1,"about a meter section with A-AMGR and A-RAAU very close that's why a few lines with the same UTM","VI","","","BS","",NA,NA,NA,NA,50,1,NA
"Brandywine Falls Park",2023,5,3,"2023-05-03",1346,23,"Roisin Cumming",10,491519,5543935,-123.11846,50.04765,"Survey Observation","A-AMMA",1,"not sure double check, could have been tree frog egg mass","VI","","","BS","",NA,NA,NA,NA,25,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"dead - large, older individual","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1435,11,"Joanna Hirner",10,492161,5514690,-123.1089,49.78462,"Transect - Start","A-PSRE",1,"Count not available.","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-ANBO",3,"","VI","","","","",NA,NA,NA,3,NA,NA,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-RAAU",1,"egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2014,4,9,"2014-04-09",1707,11,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-RAAU",2,"egg mass","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Wells Gray Park",2022,7,3,"2022-07-03",930,17,"Riley Strang",10,676143,6216606,-120.17076,56.06215,"Transect - Start","A-ANBO",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Wells Gray Park",2022,7,3,"2022-07-03",930,17,"Isabella Kulisek",10,676143,6216606,-120.17076,56.06215,"Transect - Start","A-ANBO",1000,"","VI","","","","",NA,NA,NA,NA,NA,NA,1000
"Bonaparte Park",2024,6,24,"2024-06-24",0,16,"Lucas Friesen",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-PSRE",4,"","VI","","","","",NA,NA,NA,4,NA,NA,NA
"Bonaparte Park",2024,6,24,"2024-06-24",0,16,"Lucas Friesen",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-ANBO",21,"","VI","","","","",NA,NA,NA,21,NA,NA,NA
"Bonaparte Park",2024,6,24,"2024-06-24",0,16,"Lucas Friesen",10,678738,5666959,-120.44566,51.12618,"Transect - Start","AMPHIBIA",20,"Very small tadpoles.","VI","","","","",NA,NA,NA,NA,NA,NA,20
"Bonaparte Park",2024,6,24,"2024-06-24",0,16,"Lucas Friesen",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-RALU",25,"","VI","","","","",NA,NA,NA,25,NA,NA,NA
"Wells Gray Park",2024,5,30,"2024-05-30",0,8,"Josie Hjermstad",10,676143,6216606,-120.17076,56.06215,"Transect - Start","A-PSRE",1,"Adult ; Did not use call recording but heard from location noted above. Weather: sunny with Cloud cover <50%, 8 degrees Celsius. Calm","CA","","","","",NA,NA,NA,1,NA,NA,NA
